,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_bin,param_max_depth,param_max_leaves,param_min_child_weight,param_n_estimators,param_num_parallel_tree,param_scale_pos_weight,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_train_specificity,split1_train_specificity,split2_train_specificity,split3_train_specificity,split4_train_specificity,mean_train_specificity,std_train_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_balanced_accuracy_score,split1_test_balanced_accuracy_score,split2_test_balanced_accuracy_score,split3_test_balanced_accuracy_score,split4_test_balanced_accuracy_score,mean_test_balanced_accuracy_score,std_test_balanced_accuracy_score,rank_test_balanced_accuracy_score,split0_train_balanced_accuracy_score,split1_train_balanced_accuracy_score,split2_train_balanced_accuracy_score,split3_train_balanced_accuracy_score,split4_train_balanced_accuracy_score,mean_train_balanced_accuracy_score,std_train_balanced_accuracy_score,rank_train_precision,rank_train_specificity,rank_train_f1,rank_train_recall,rank_train_balanced_accuracy_score
0,0.06109600067138672,0.007525347181315041,0.011529541015625,0.003151917066501285,0.7,0.34051629247958304,3,2,2,7.550510606216876,146,1,4.5,"OrderedDict([('gamma', 0.7), ('learning_rate', 0.34051629247958304), ('max_bin', 3), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 7.550510606216876), ('n_estimators', 146), ('num_parallel_tree', 1), ('scale_pos_weight', 4.5)])",0.5,0.5,0.5882352941176471,0.5789473684210527,0.5405405405405406,0.5415446406158481,0.03750174320336712,8,0.6266666666666667,0.6289308176100629,0.5903614457831325,0.620253164556962,0.6153846153846154,0.6163193420002879,0.013829515498248323,0.8571428571428571,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.7142857142857143,0.7912087912087913,0.05338442989666423,82,0.8867924528301887,0.9259259259259259,0.9074074074074074,0.9074074074074074,0.9056603773584906,0.906638714185884,0.012393623747631217,0.56,0.66,0.78,0.72,0.7346938775510204,0.690938775510204,0.0758856194456536,9,0.7487437185929648,0.7236180904522613,0.6834170854271356,0.7236180904522613,0.725,0.7208793969849246,0.0210324770721523,0.35294117647058826,0.37037037037037035,0.47619047619047616,0.44,0.43478260869565216,0.41485692634541743,0.04605133016884947,12,0.4845360824742268,0.47619047619047616,0.4375,0.47115384615384615,0.46601941747572817,0.46707996445885536,0.016002581351356557,0.7085714285714286,0.7146153846153847,0.7746153846153847,0.783076923076923,0.7244897959183674,0.7410737833594976,0.03137126497688622,33,0.8177680857115768,0.8247720081890937,0.7954122464172715,0.8155127489298344,0.8153301886792452,0.8137590555854043,0.009792923504249486,8,10,9,38,10
1,0.05125241279602051,0.003776193697065464,0.010289382934570313,0.002804700606229411,0.01,0.0001169573434323362,12,4,4,4.963119417048309,130,1,5.0,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.0001169573434323362), ('max_bin', 12), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 4.963119417048309), ('n_estimators', 130), ('num_parallel_tree', 1), ('scale_pos_weight', 5.0)])",0.358974358974359,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.36363636363636365,0.3497853024168814,0.009520920820814502,86,0.3475409836065574,0.3517915309446254,0.3517915309446254,0.3517915309446254,0.3464052287581699,0.3498641610397207,0.002387703087291649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.21200396825396828,0.007012141685346149,86,0.21031746031746032,0.2134387351778656,0.2134387351778656,0.2134387351778656,0.20948616600790515,0.2120239663717925,0.0017525584683160604,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,86,86,1,86
2,0.05514349937438965,0.004796889056319538,0.009485912322998048,0.00129793422865047,0.5,0.0029027621842130746,8,3,1,3.8782207261001678,42,1,4.5,"OrderedDict([('gamma', 0.5), ('learning_rate', 0.0029027621842130746), ('max_bin', 8), ('max_depth', 3), ('max_leaves', 1), ('min_child_weight', 3.8782207261001678), ('n_estimators', 42), ('num_parallel_tree', 1), ('scale_pos_weight', 4.5)])",0.358974358974359,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.36363636363636365,0.3497853024168814,0.009520920820814502,86,0.3475409836065574,0.3517915309446254,0.3517915309446254,0.3517915309446254,0.3464052287581699,0.3498641610397207,0.002387703087291649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.21200396825396828,0.007012141685346149,86,0.21031746031746032,0.2134387351778656,0.2134387351778656,0.2134387351778656,0.20948616600790515,0.2120239663717925,0.0017525584683160604,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,86,86,1,86
3,0.02576441764831543,0.009975828557500788,0.008687114715576172,0.00024954495359119086,0.7,0.006532582605671258,8,4,4,0.5425149441190037,67,2,3.8,"OrderedDict([('gamma', 0.7), ('learning_rate', 0.006532582605671258), ('max_bin', 8), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 0.5425149441190037), ('n_estimators', 67), ('num_parallel_tree', 2), ('scale_pos_weight', 3.8)])",0.46153846153846156,0.52,0.4864864864864865,0.6341463414634146,0.4878048780487805,0.5179952335074287,0.06097003324715848,59,0.5465116279069767,0.5287356321839081,0.5666666666666667,0.5027322404371585,0.5517241379310345,0.5392740610251489,0.02192762991063961,0.8571428571428571,1.0,0.6923076923076923,1.0,0.7142857142857143,0.8527472527472527,0.13288981501389865,52,0.8867924528301887,0.8518518518518519,0.9444444444444444,0.8518518518518519,0.9056603773584906,0.8881201956673654,0.0349646318480325,0.48,0.52,0.7,0.7,0.6530612244897959,0.6106122448979592,0.0927926665588237,44,0.6381909547738693,0.628140703517588,0.6231155778894473,0.5829145728643216,0.635,0.6214723618090453,0.01998188366637881,0.3157894736842105,0.35135135135135137,0.375,0.4642857142857143,0.37037037037037035,0.3753593819383293,0.0491077824354344,70,0.3949579831932773,0.38333333333333336,0.40476190476190477,0.35658914728682173,0.39669421487603307,0.38726731669027403,0.016797021613730995,0.6685714285714286,0.76,0.6961538461538461,0.85,0.6836734693877551,0.731679748822606,0.06685966074691771,53,0.762491703802029,0.73999627768472,0.7837800111669458,0.7173832123580868,0.7703301886792453,0.7547962787382053,0.023491940054480027,52,52,50,48,50
4,0.02990412712097168,0.006053871794995283,0.01056046485900879,0.002817607060628211,0.01,0.00041183850050591415,16,2,5,4.0991673114679745,101,2,5.0,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.00041183850050591415), ('max_bin', 16), ('max_depth', 2), ('max_leaves', 5), ('min_child_weight', 4.0991673114679745), ('n_estimators', 101), ('num_parallel_tree', 2), ('scale_pos_weight', 5.0)])",0.358974358974359,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.36363636363636365,0.3497853024168814,0.009520920820814502,86,0.3475409836065574,0.3517915309446254,0.3517915309446254,0.3517915309446254,0.3464052287581699,0.3498641610397207,0.002387703087291649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.21200396825396828,0.007012141685346149,86,0.21031746031746032,0.2134387351778656,0.2134387351778656,0.2134387351778656,0.20948616600790515,0.2120239663717925,0.0017525584683160604,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,86,86,1,86
5,0.013964080810546875,0.00025416282045173595,0.008301591873168946,0.00017297800116366794,0.0,0.0008928595219094189,20,4,2,9.971322747487507,94,1,3.8,"OrderedDict([('gamma', 0), ('learning_rate', 0.0008928595219094189), ('max_bin', 20), ('max_depth', 4), ('max_leaves', 2), ('min_child_weight', 9.971322747487507), ('n_estimators', 94), ('num_parallel_tree', 1), ('scale_pos_weight', 3.8)])",0.46153846153846156,0.52,0.5128205128205128,0.6341463414634146,0.5238095238095238,0.5304629679263826,0.05650810166240871,19,0.5465116279069767,0.5287356321839081,0.5297297297297298,0.5027322404371585,0.5274725274725275,0.5270363515460601,0.014002201943217185,0.8571428571428571,1.0,0.7692307692307693,1.0,0.7857142857142857,0.8824175824175825,0.10045182313869398,22,0.8867924528301887,0.8518518518518519,0.9074074074074074,0.8518518518518519,0.9056603773584906,0.880712788259958,0.024648953386497398,0.48,0.52,0.68,0.7,0.6530612244897959,0.6066122448979592,0.08921534019595909,51,0.6381909547738693,0.628140703517588,0.5879396984924623,0.5829145728643216,0.595,0.6064371859296482,0.02238581738691491,0.3157894736842105,0.35135135135135137,0.38461538461538464,0.4642857142857143,0.39285714285714285,0.38177981335876077,0.04943397133841114,41,0.3949579831932773,0.38333333333333336,0.37404580152671757,0.35658914728682173,0.37209302325581395,0.37620385771919274,0.012718802433336876,0.6685714285714286,0.76,0.7246153846153847,0.85,0.7193877551020408,0.7445149136577708,0.06026884704373709,10,0.762491703802029,0.73999627768472,0.7476735529499349,0.7173832123580868,0.7503301886792453,0.7435749870948033,0.01496054401682941,56,55,60,51,62
6,0.01463303565979004,0.00038889531917611853,0.008225250244140624,0.0002353956944424334,0.7,0.3528344184653075,19,2,1,4.7099656414705,58,2,4.5,"OrderedDict([('gamma', 0.7), ('learning_rate', 0.3528344184653075), ('max_bin', 19), ('max_depth', 2), ('max_leaves', 1), ('min_child_weight', 4.7099656414705), ('n_estimators', 58), ('num_parallel_tree', 2), ('scale_pos_weight', 4.5)])",0.358974358974359,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.36363636363636365,0.3497853024168814,0.009520920820814502,86,0.3475409836065574,0.3517915309446254,0.3517915309446254,0.3517915309446254,0.3464052287581699,0.3498641610397207,0.002387703087291649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.21200396825396828,0.007012141685346149,86,0.21031746031746032,0.2134387351778656,0.2134387351778656,0.2134387351778656,0.20948616600790515,0.2120239663717925,0.0017525584683160604,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,86,86,1,86
7,0.027146244049072267,0.00030581223906788195,0.010463953018188477,0.0016595689294225523,0.1,0.09438695247080167,3,3,1,0.481996953605175,148,2,4.5,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.09438695247080167), ('max_bin', 3), ('max_depth', 3), ('max_leaves', 1), ('min_child_weight', 0.481996953605175), ('n_estimators', 148), ('num_parallel_tree', 2), ('scale_pos_weight', 4.5)])",0.358974358974359,0.34210526315789475,0.34210526315789475,0.34210526315789475,0.36363636363636365,0.3497853024168814,0.009520920820814502,86,0.3475409836065574,0.3517915309446254,0.3517915309446254,0.3517915309446254,0.3464052287581699,0.3498641610397207,0.002387703087291649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.21200396825396828,0.007012141685346149,86,0.21031746031746032,0.2134387351778656,0.2134387351778656,0.2134387351778656,0.20948616600790515,0.2120239663717925,0.0017525584683160604,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,0.5,0.5,0.5,0.5,0.5,0.5,0.0,86,86,86,1,86
8,0.012689208984375,0.0015240160299407972,0.010819959640502929,0.0030156951363178234,0.3,0.06611881472319107,6,1,3,4.856940375257748,73,1,3.8,"OrderedDict([('gamma', 0.3), ('learning_rate', 0.06611881472319107), ('max_bin', 6), ('max_depth', 1), ('max_leaves', 3), ('min_child_weight', 4.856940375257748), ('n_estimators', 73), ('num_parallel_tree', 1), ('scale_pos_weight', 3.8)])",0.5,0.5333333333333333,0.6451612903225806,0.5789473684210527,0.5128205128205128,0.5540525009794959,0.0528613271458937,2,0.5960264900662252,0.5555555555555556,0.5632183908045977,0.6064516129032258,0.5859872611464968,0.5814478620952201,0.019292771979226474,0.8571428571428571,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7142857142857143,0.8219780219780219,0.07269378201556584,66,0.8490566037735849,0.8333333333333334,0.9074074074074074,0.8703703703703703,0.8679245283018868,0.8656184486373165,0.02486298137451167,0.56,0.6,0.84,0.72,0.6938775510204082,0.6827755102040816,0.09813670988764522,17,0.7336683417085427,0.6834170854271356,0.6432160804020101,0.7286432160804021,0.71,0.6997889447236181,0.03332619066087589,0.35294117647058826,0.375,0.5555555555555556,0.44,0.4,0.4246993464052288,0.0715356906333369,7,0.45918367346938777,0.4166666666666667,0.4083333333333333,0.46534653465346537,0.4423076923076923,0.43836758008610915,0.022581779552782278,0.7085714285714286,0.7615384615384615,0.8046153846153846,0.783076923076923,0.7040816326530612,0.7523767660910516,0.040016589251860066,2,0.7913624727410637,0.7583752093802345,0.7753117439047088,0.7995067932253862,0.7889622641509434,0.7827036966804675,0.014443021728880403,27,24,25,92,27
9,0.023014116287231445,0.003050131172051601,0.010916709899902344,0.002924381681075725,0.7,0.010664935423320435,19,4,4,2.836441310755255,106,1,5.0,"OrderedDict([('gamma', 0.7), ('learning_rate', 0.010664935423320435), ('max_bin', 19), ('max_depth', 4), ('max_leaves', 4), ('min_child_weight', 2.836441310755255), ('n_estimators', 106), ('num_parallel_tree', 1), ('scale_pos_weight', 5.0)])",0.46153846153846156,0.52,0.4878048780487805,0.5789473684210527,0.5238095238095238,0.5144200463635638,0.03946619479818795,68,0.5549132947976878,0.5423728813559322,0.5416666666666666,0.5649717514124294,0.5434782608695652,0.5494805710204563,0.009133402852619548,0.8571428571428571,1.0,0.7692307692307693,0.8461538461538461,0.7857142857142857,0.8516483516483516,0.0814966866713809,56,0.9056603773584906,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.9433962264150944,0.9253668763102725,0.026297624989807783,0.48,0.52,0.64,0.72,0.6530612244897959,0.6026122448979592,0.08897345045272992,71,0.6381909547738693,0.6231155778894473,0.5678391959798995,0.6331658291457286,0.595,0.6114623115577889,0.026439536964957235,0.3157894736842105,0.35135135135135137,0.35714285714285715,0.44,0.39285714285714285,0.3714281650071124,0.04210489303028512,77,0.4,0.3902439024390244,0.37681159420289856,0.4065040650406504,0.3816793893129771,0.3910477901991101,0.011046455897101508,0.6685714285714286,0.76,0.7046153846153846,0.783076923076923,0.7193877551020408,0.7271302982731553,0.0405128415470022,60,0.77192566606618,0.756002233389168,0.7654010794714312,0.7795458775358273,0.7691981132075472,0.7684145939340308,0.007745901733235601,48,54,45,34,41
